,Company Name,Reviews,Rating,Salaries,Interviews,Jobs,Benifits
8528,DavaIndia,150,3.6,436,15,--,3
8529,Equinix,127,3.1,778,10,36,1
8530,Aravind Eye Hospital,127,4.2,397,2,5,3
8531,Gigmo Solutions,127,3.9,252,10,6,4
8532,Baker Gauges,127,3.6,652,5,--,8
8533,Hindustan Shipyard,127,4.1,396,13,--,6
8534,Hitachi Solutions,127,3.7,1.1k,5,115,13
8535,Chargebee,127,3.8,1.3k,17,6,12
8536,DUKES,127,3.7,600,7,--,14
8537,Shantha Biotechnics,127,4.8,274,3,--,19
8538,Naresh Kumar & Co.,127,4.3,449,4,--,14
8539,FBSPL- Fusion Business Solution P Limited,127,3.5,606,18,5,4
8540,Aravind Eye Hospital,127,4.2,397,2,5,3
8541,Chemspec Chemicals,127,3.5,645,7,2,12
8542,MK TRON Autoparts,127,3.4,650,10,--,5
8543,Ata Freight Line,127,3.4,400,20,3,12
8544,Karma Ayurveda,127,3.8,391,6,--,17
8545,Bigshare Services,127,3.0,243,55,2,11
8546,Marvell,127,3.7,1.1k,13,50,9
8547,Saasguru,127,2.0,46,2,5,3
8548,Retailio,126,3.8,311,8,2,3
8549,Anmol Biscuits,126,4.3,327,7,--,11
8550,QO BOX,126,4.6,67,6,--,10
8551,Central ParK,126,4.1,559,5,1,7
8552,Techila Global Services,126,3.9,571,17,1,19
8553,LNJ Bhilwara Group,126,3.8,406,7,--,9
8554,Tide Water Oil,126,3.8,454,3,--,8
8555,Mangalam Information Technolgies,126,3.3,469,7,9,5
8556,Vkl Seasoning,126,3.8,672,3,--,14
8557,Fia Technology Services,126,3.5,441,13,6,6
8558,Revlon,126,2.6,335,7,--,15
8559,Vogo Automotive,126,4.0,619,7,--,14
8560,Gj Solutions,126,3.5,384,7,--,14
8561,Nethues Technologies,126,3.3,738,10,8,6
8562,Yamaha Motors Solutions,126,3.1,665,19,50,17
8563,Stellapps Technologies,126,3.9,904,5,3,13
8564,Jai Raj Ispat,126,3.5,440,14,--,2
8565,Ghaziabad Precision Products,126,3.6,531,7,--,4
8566,Avvashya Cci Logistics,126,3.6,505,8,--,19
8567,Sarda Metals & Alloys,126,4.1,483,12,--,4
8568,Bikayi,126,2.8,348,10,--,21
8569,P&R Infraprojects,126,3.7,344,3,--,8
8570,Vandhana International,126,3.7,494,18,2,8
8571,Oxalis Pharmaceuticals,126,3.9,518,5,--,9
8572,Smile Electronics,126,3.6,538,4,--,8
8573,Doosan Bobcat India,126,3.9,780,8,5,5
8574,AXA,128,3.8,806,18,--,9
8575,Jupiter Money,126,2.5,951,35,--,4
8576,Vhb Medi Sciences,126,3.3,543,8,--,6
8577,Xerago,126,3.1,795,11,28,2
8578,Tumbledry Solutions,126,3.8,338,6,2,1
8579,Hubert Enviro Care Systems,126,2.9,707,10,33,3
8580,PlasmaGen Biosciences,126,3.7,652,6,--,6
8581,Fairmont Hotels & Resorts,126,3.5,339,8,331,15
8582,Njs Engineers India,126,4.2,517,6,--,9
8583,Aapna Infotech,126,4.3,354,17,14,2
8584,Paramount Products,126,4.2,578,7,1,10
8585,IG Infotech India,126,3.0,681,13,2,13
8586,ABIL Group,126,4.3,485,13,2,30
8587,Bansal Group,126,3.5,736,9,1,5
8588,D2K Technologies India,126,2.5,602,14,11,3
8589,Minosha,126,4.0,522,5,--,10
8590,Bizmatics India,126,3.3,690,9,3,10
8591,Bansal Wire Industries,126,3.5,552,8,--,5
8592,Growel Softech,126,2.6,678,5,--,3
8593,Abacus Staffing & Services,126,3.1,520,7,1,2
8594,Tilaknagar Industries Ltd.,126,4.1,395,11,1,17
8595,Manorama Industries,128,4.4,470,5,15,8
8596,MAJID AL FUTTAIM RETAIL,126,3.4,541,10,5,10
8597,Cxc Infotech,126,3.3,610,6,1,13
8598,20 Microns,126,4.1,514,6,26,13
8599,Rashi Peripherals,126,3.7,489,6,--,10
8600,Tokai Rika Minda,126,3.5,491,8,--,10
8601,RPG Group,127,3.6,854,12,--,9
8602,Hicool Electronic Industries,129,4.1,434,13,8,4
8603,Lloyds Engineering Works Limited,126,4.2,506,10,14,8
8604,CORNITOS,126,4.2,434,14,8,8
8605,Thyssenkrupp Industries and Services,126,4.1,523,4,18,2
8606,OCS Services,126,4.5,552,6,5,10
8607,Ruban Memorial Hospital,126,3.9,352,13,1,16
8608,Dhanlaxmi Bank,126,4.2,494,2,--,5
8609,Aditya Vision,126,3.9,301,12,8,3
8610,Spocto X,126,3.6,576,7,4,4
8611,Phreesia,126,2.5,540,11,1,--
8612,Dr. Rela Institute & Medical Centre,126,4.2,631,7,6,9
8613,Wishup,126,4.1,472,29,39,8
8614,Argl,126,4.1,451,6,--,6
8615,ICSIL,126,3.0,348,6,--,9
8616,House of Beauty,125,3.7,184,8,1,61
8617,Dasnac,125,4.7,247,13,--,2
8618,Life Care Logistic,125,3.6,543,8,1,6
8619,Continuum Global Solutions,125,3.6,569,10,4,8
8620,Keya Foods International Private Limited,125,4.0,390,3,5,12
8621,Pan Seeds,125,3.7,367,15,4,12
8622,Indian Synthetic Rubber,125,4.0,552,5,1,22
8623,Amol Pharmaceuticals,125,4.0,460,4,--,5
8624,INFAC,125,3.8,528,4,--,9
8625,Dembla Valves,125,3.8,557,9,2,4
8626,Kalpataru International,125,3.9,310,9,13,1
8627,Emonics,124,3.5,630,17,--,4
8628,ISKCON,130,3.8,531,3,4,11
8629,Indian Institute of Science Education and Research,125,3.7,527,6,--,18
8630,Sahara India Financial Corporation,125,3.9,355,--,--,15
8631,Paras Buildtech,125,3.4,525,9,--,7
8632,Redington Gulf,125,3.8,720,9,--,16
8633,Continuum Global Solutions,125,3.6,569,10,4,8
8634,T & T Infra,125,3.9,409,7,--,7
8635,Government Polytechnic Nagpur,125,3.9,320,4,6,9
8636,Nahar Spinning Mills,125,4.1,471,6,--,11
8637,Oriental Consultants India Pvt Ltd,125,4.0,187,1,55,2
8638,Scholastic,125,4.1,439,4,--,18
8639,GLOBALFOUNDRIES,125,3.4,923,18,148,10
8640,Hager Electro,125,3.1,427,9,7,5
8641,Dentcare Dental Lab,125,3.8,466,11,8,11
8642,Shalimar Group,125,4.1,671,3,6,5
8643,Oriental Consultants India Pvt Ltd,125,4.0,187,1,55,2
8644,Jain Amar,125,3.0,401,7,2,6
8645,GLOBALFOUNDRIES,125,3.4,923,18,148,10
8646,Conceptia Software Technologies,125,4.2,529,8,20,4
8647,Transcom India,125,2.5,517,16,--,1
8648,Scholastic,125,4.1,439,4,--,18
8649,Marino Food Products,130,3.9,420,8,--,6
8650,Bizbox Publishing,125,2.9,368,12,3,6
8651,Schiller Healthcare India,125,3.8,468,8,8,8
8652,Desnor Destination,125,3.8,47,10,--,5
8653,Sai Construction,125,3.4,631,8,21,3
8654,Cambridge Technology Enterprises,125,3.1,891,6,13,5
8655,Smart IMS,125,3.9,773,29,14,5
8656,Inspace Technologies,125,3.9,683,6,1,5
8657,Medanta S.N. Superspecialty Hospital,125,4.1,479,13,3,4
8658,SBM Offshore,125,4.3,632,15,90,6
8659,Junomoneta Finsol,125,2.9,496,9,--,1
8660,Emonics,124,3.5,630,17,--,4
8661,ISKCON,130,3.8,531,3,4,11
8662,Pune Institute of Business Management,125,2.9,484,10,--,10
8663,Amplifon,125,4.0,409,8,--,11
8664,Korn Ferry,125,3.1,891,18,--,4
8665,IIDE - The Digital School,125,3.9,266,28,32,2
8666,Cococart Ventures,126,3.5,297,9,--,3
8667,Multitex Filtration Engineers,125,3.5,599,6,--,5
8668,FirstMeridian Business Services,125,3.7,778,5,1,1
8669,Accubits Technologies,125,3.1,561,16,--,7
8670,ARKA Fincap,125,3.8,579,10,2,1
8671,Supriya Lifescience,125,3.6,647,10,16,4
8672,Tata Motors Insurance Broking And Advisory Services,125,4.0,378,6,--,13
8673,PAVIT CERAMICS ( P),125,3.5,357,5,--,8
8674,Footprints Play School,125,3.2,453,9,21,4
8675,Indian Synthetic Rubber,125,4.0,552,5,1,22
8676,Pan Seeds,125,3.7,367,15,4,12
8677,Keya Foods International Private Limited,125,4.0,390,3,5,12
8678,Global Market Insights,126,3.0,529,11,62,14
8679,Amol Pharmaceuticals,125,4.0,460,4,--,5
8680,Dar Group,125,3.3,646,10,16,15
8681,AlgoLeap Technologies,125,4.4,401,27,119,4
8682,Indian Institute of Science Education and Research,125,3.7,527,6,--,18
8683,RFCL,125,3.6,598,13,--,4
8684,Cerence,125,3.1,882,18,7,11
8685,Koso India,125,4.1,790,9,--,6
8686,TerraPay,125,3.4,745,11,2,2
8687,Kalpataru International,125,3.9,310,9,13,1
8688,MGM Healthcare,126,3.8,736,11,--,3
8689,Dembla Valves,125,3.8,557,9,2,4
8690,Valtech India Systems,125,3.9,1.2k,7,6,5
8691,INFAC,125,3.8,528,4,--,9
8692,Robinhood Insurance Broker Limited,125,3.7,502,5,16,17
8693,Zopsmart Technology,125,3.2,1.1k,56,3,13
8694,Ganga Medical Centre & Hospitals,125,4.2,432,9,--,6
8695,Oaknet Healthcare,124,3.7,364,6,--,18
8696,Shri Ram ComSoft Pvt Ltd - SRCOMSOFT,124,3.1,355,7,--,--
8697,InnoEye Technologies,124,3.1,515,6,--,11
8698,Wicked Ride Adventures,124,4.1,643,1,--,11
8699,Xome,124,4.3,700,14,--,30
8700,Perpetuuiti Technosoft Services,124,3.7,804,14,--,16
8701,Octillion Power Systems,124,4.0,560,14,11,2
8702,Local Company,124,3.9,2.2k,13,--,7
8703,Beroe Inc,124,4.2,610,12,6,14
8704,Coloplast,124,3.3,369,11,3,12
8705,Bioworld Merchandising,124,3.4,634,2,3,9
8706,TalentOla,124,3.7,228,40,--,1
8707,Cartrade.com,124,3.8,470,12,5,7
8708,Keywords Studios,124,2.9,656,24,40,4
8709,Axtel Industries,124,3.9,612,10,1,13
8710,Jaypee Infratech,124,4.0,497,13,--,7
8711,Elancer It Solutions,124,3.5,708,8,1,3
8712,Nestor Pharmaceuticals,124,3.0,425,10,1,4
8713,Bubugao Communication,124,4.2,314,2,1,7
8714,Esyasoft,124,4.3,248,41,--,--
8715,Apex Kidney Care,128,3.9,401,9,8,6
8716,Believe Cosmetics,124,3.2,431,13,--,5
8717,Medgulf Construction Company,124,3.5,277,8,--,7
8718,Enrich Agro Food Products,124,3.7,569,8,--,9
8719,Welcomhotel By ITC Hotels,124,4.2,230,6,--,2
8720,ABS India,124,3.8,1.3k,12,1,4
8721,AKGVG & Associates,125,3.2,478,20,8,1
8722,Acme Solar Energy,125,4.4,260,10,--,2
8723,Openview Technologies,125,3.3,607,10,2,6
8724,Medgulf Construction Company,124,3.5,277,8,--,7
8725,Believe Cosmetics,124,3.2,431,13,--,5
8726,HyTech Professionals,124,3.5,683,8,5,13
8727,Local Company,124,3.9,2.2k,13,--,7
8728,Beroe Inc,124,4.2,610,12,6,14
8729,Bioworld Merchandising,124,3.4,634,2,3,9
8730,Coloplast,124,3.3,369,11,3,12
8731,Keywords Studios,124,2.9,656,24,40,4
8732,Axtel Industries,124,3.9,612,10,1,13
8733,TalentOla,124,3.7,228,40,--,1
8734,Jaypee Infratech,124,4.0,497,13,--,7
8735,Apex Kidney Care,128,3.9,401,9,8,6
8736,Octillion Power Systems,124,4.0,560,14,11,2
8737,Nestor Pharmaceuticals,124,3.0,425,10,1,4
8738,KW Group,124,4.0,517,12,--,4
8739,SVP Hospital,124,4.0,436,8,--,7
8740,KW Group,124,4.0,517,12,--,4
8741,HyTech Professionals,124,3.5,683,8,5,13
8742,Openview Technologies,125,3.3,607,10,2,6
8743,Krishna Enterprises,124,4.0,823,8,--,8
8744,THDC,124,4.1,353,7,--,6
8745,Delhi Public School Ghaziabad Society,124,3.3,541,12,14,9
8746,Food Service India,124,4.1,701,5,--,8
8747,SVP Hospital,124,4.0,436,8,--,7
8748,R.k.industries,124,3.7,646,2,--,5
8749,Sangam Dairy,124,4.1,425,10,1,3
8750,Fourth Dimension Technologies,124,3.5,863,13,8,7
8751,Radiant Enterprise,124,3.7,392,3,3,16
8752,Mahansaria Group,124,3.4,705,12,7,9
8753,Indira Gandhi National Open University,123,4.2,290,4,--,9
8754,MDI NetworX,123,3.6,626,18,15,6
8755,Tex Corp.,123,3.6,553,7,9,11
8756,Hellmann Worldwide Logistics,123,4.0,461,4,--,11
8757,QR Crypher,123,4.2,9,2,--,1
8758,Performics,123,3.6,848,10,--,8
8759,Merck Specialities,123,4.1,479,6,--,7
8760,GetMyUni,123,3.4,594,16,11,6
8761,Forace Polymers,123,3.3,576,15,5,6
8762,Consolidated Analytics,123,4.0,465,19,7,2
8763,Autobahn Trucking Corporation,130,4.2,536,14,51,1
8764,Alstrong Enterprises,123,4.2,448,6,1,16
8765,Paytm Mall,123,3.6,897,7,--,17
8766,Acent High Soft Technologies,123,4.9,86,4,--,3
8767,PGEIN,123,3.5,211,5,--,57
8768,Nikon,123,3.8,450,6,--,14
8769,Volansys Technologies,123,3.1,1.1k,14,1,9
8770,Mtandt,123,3.8,613,8,10,15
8771,Prabha Industries,123,4.0,596,8,--,6
8772,Infrabeat Technologies,123,3.8,903,6,17,9
8773,Galacon Infrastructure and Projects,123,3.3,255,8,3,4
8774,AutomationEdge,123,2.7,977,17,20,4
8775,Clinic Dermatech,123,3.1,432,2,10,7
8776,Maaden Phosphate Company,123,4.3,293,11,--,19
8777,Kewaunee Labway,123,4.2,649,4,--,14
8778,Vishnu Solutions,123,3.7,335,6,--,6
8779,Suzlon Gujarat Wind Park,123,4.6,332,9,--,25
8780,Vi-son Industries,123,3.6,506,3,1,4
8781,Gromax Agri Equipment,123,3.7,469,7,--,10
8782,Galacon Infrastructure and Projects,123,3.3,255,8,3,4
8783,AutomationEdge,123,2.7,977,17,20,4
8784,Srinivasa Farms,123,3.7,544,8,2,14
8785,Jayabheri Automotives,123,3.8,376,4,12,8
8786,WebFurther,124,3.3,814,18,--,5
8787,Intact Green Services,123,3.1,986,16,5,9
8788,Pennant Technologies,123,3.9,764,21,18,6
8789,The India Thermit Corporation,124,3.5,505,11,--,9
8790,Encalm Hospitality,135,3.9,493,15,14,1
8791,Devon Software Services,123,4.1,608,16,6,10
8792,Eco Protection Engineers,124,4.2,532,11,1,9
8793,ShipBob,123,3.9,379,31,19,2
8794,Manali Petrochemicals,123,3.5,850,13,1,13
8795,Computer Junction,124,3.8,453,5,3,7
8796,Godrej Housing Finance,123,3.6,740,5,--,4
8797,Full Creative,123,3.4,1k,45,3,14
8798,MDI NetworX,123,3.6,626,18,15,6
8799,Performics,123,3.6,848,10,--,8
8800,Hellmann Worldwide Logistics,123,4.0,461,4,--,11
8801,Tex Corp.,123,3.6,553,7,9,11
8802,Merck Specialities,123,4.1,479,6,--,7
8803,Autobahn Trucking Corporation,130,4.2,536,14,51,1
8804,Tema India,123,4.1,570,2,7,9
8805,Modern Informatics,123,3.7,507,11,7,6
8806,Nuvama Wealth Management,125,3.5,516,11,--,1
8807,Consolidated Analytics,123,4.0,465,19,7,2
8808,Forace Polymers,123,3.3,576,15,5,6
8809,AL JABER GROUP,123,3.2,244,7,--,18
8810,QR Crypher,123,4.2,9,2,--,1
8811,GetMyUni,123,3.4,594,16,11,6
8812,Mylab Discovery Solutions,123,3.0,532,13,--,8
8813,Infinity Fincorp Solutions,123,4.3,343,4,--,1
8814,Choice International,123,3.3,905,11,--,5
8815,BetterPlace Select,122,4.1,665,11,--,17
8816,Nissin Abc Logistics,122,4.0,418,5,1,15
8817,Next Move Strategy Consulting,122,4.7,18,31,--,15
8818,Electronica India Limited,122,4.6,223,11,--,--
8819,Magnum Mi Steel,122,3.5,428,8,1,2
8820,Chetak Enterprises,122,4.3,434,--,--,14
8821,Indwell,122,3.5,447,10,--,11
8822,Infosys Springboard,124,4.6,45,7,--,--
8823,Veoneer India,122,3.9,1.1k,9,2,12
8824,Microscan Infocommtech,122,4.1,445,9,--,4
8825,Paladion Networks,122,3.7,682,6,--,16
8826,Futures Group,122,4.6,717,2,--,16
8827,Vivekananda Hospital,122,3.6,468,7,--,9
8828,DANA Graziano India,123,4.1,514,10,--,11
8829,C H Robinson Worldwide Freight,122,3.4,632,9,--,5
8830,iPlace,122,3.7,593,4,--,9
8831,Tranistics Data Technologies,122,3.4,532,5,--,10
8832,SJS Enterprises,122,3.9,614,11,--,6
8833,Gates Unitta India Company,122,3.9,644,10,--,14
8834,Swami Rama Himalayan University,122,3.9,361,7,5,11
8835,M G Contractors,122,4.5,408,4,--,13
8836,Smarter BIZ Technologies,122,3.1,321,14,--,12
8837,Gesco Healthcare,122,2.4,609,10,8,8
8838,Ashapurna Buildcon,122,3.6,213,7,25,4
8839,Ftcash,122,4.0,539,8,--,10
8840,Infosys Springboard,124,4.6,45,7,--,--
8841,M G Contractors,122,4.5,408,4,--,13
8842,Smarter BIZ Technologies,122,3.1,321,14,--,12
8843,Ashapurna Buildcon,122,3.6,213,7,25,4
8844,Springworks,122,4.4,291,24,--,42
8845,Sud Chemie,122,4.5,549,5,--,16
8846,Ftcash,122,4.0,539,8,--,10
8847,LIC Mutual Fund,122,3.5,573,7,8,12
8848,Maharashtra Rail Infrastructure Development Corporation,122,3.8,605,15,--,5
8849,Cybertech Systems & Software,122,3.4,907,9,13,11
8850,Gmr Aero Technic,122,4.2,492,3,--,12
8851,SKDRDP,122,4.3,192,9,--,12
8852,Indore Composite,122,3.9,633,6,--,7
8853,iPlace,122,3.7,593,4,--,9
8854,Nissin Abc Logistics,122,4.0,418,5,1,15
8855,Electronica India Limited,122,4.6,223,11,--,--
8856,Magnum Mi Steel,122,3.5,428,8,1,2
8857,Chetak Enterprises,122,4.3,434,--,--,14
8858,Veoneer India,122,3.9,1.1k,9,2,12
8859,SJS Enterprises,122,3.9,614,11,--,6
8860,Mahindra Agri Solutions,122,3.8,392,5,--,17
8861,Express Housekeeper,122,3.8,376,4,--,11
8862,Rentokil Initial,122,3.6,523,9,3,13
8863,WebMD,124,3.4,1.3k,28,4,10
8864,API Holdings,126,3.6,466,7,--,2
8865,Bijlipay,122,3.4,444,6,3,7
8866,TeamLease Staffing Solutions,122,3.3,931,10,--,16
8867,DEC Property Management,122,4.1,452,9,11,7
8868,Airworks,122,3.7,650,6,7,11
8869,Flexsin Technologies,122,3.0,842,16,80,9
8870,Bharat Cooperative Bank,122,4.1,682,7,3,5
8871,Eastman Cast & Forge,122,2.6,482,8,13,5
8872,Multi Organics,122,3.1,571,12,8,15
8873,Sigma Corporation India,122,4.0,704,7,--,12
8874,Jain Housing & Constructions,122,4.2,422,19,17,7
8875,Frog CellSat,122,3.9,456,13,3,9
8876,TVS Next,123,3.7,1.1k,13,1,11
8877,Dai Ichi,122,4.1,512,4,--,6
8878,Udaan Technologies,122,3.8,549,6,5,12
8879,Cogeme Precision Parts,122,3.8,483,2,--,12
8880,Lineomatic Industries Pvt. Ltd.,122,3.7,568,11,3,18
8881,Aqua Tech Systems,122,4.2,664,6,13,5
8882,v4c.ai,122,4.6,192,34,--,1
8883,Adamas University,122,2.8,430,14,--,7
8884,GO MO Group AB,122,4.1,197,9,1,34
8885,GadgEon,122,4.0,1.3k,12,22,1
8886,Arvog,122,4.7,83,49,5,--
8887,SA Technologies,122,3.2,1k,13,--,6
8888,R.K Associates & Hoteliers,122,2.6,412,5,13,5
8889,Alpha Net Consulting,122,4.5,238,5,2,4
8890,Aza Fashions,122,3.7,650,24,1,2
8891,Maire Tecnimont,122,4.1,575,10,--,12
8892,Edvoy,122,4.1,262,4,1,59
8893,Presidio Solutions Pvt Ltd,123,4.6,783,29,3,1
8894,PeopleStrong Technologies,122,3.4,730,8,1,10
8895,Minimalist,122,3.5,403,7,--,1
8896,MCaffeine,122,2.8,462,11,2,3
8897,Shree Malani Foams,122,3.8,571,9,1,7
8898,Dhanuka Laboratories,121,3.7,522,7,--,4
8899,DQ Entertainment,121,3.3,284,1,--,13
8900,WonderBotz,124,3.9,274,5,6,5
8901,Chai Break,121,4.6,52,65,--,--
8902,IMCS Group.,121,3.2,435,10,--,11
8903,DQ Entertainment,121,3.3,284,1,--,13
8904,Bharatiya Vidya Bhavan,121,4.0,302,2,1,17
8905,Hester Biosciences,121,3.5,549,6,11,7
8906,Defsys Solutions,121,3.7,645,9,8,14
8907,Doehler,121,3.6,565,14,12,3
8908,Maxvalue Credits & Investments,121,3.8,585,9,--,7
8909,Brindavan Bottlers,121,3.3,412,1,--,9
8910,Kajaria Bathware,121,4.1,413,6,--,8
8911,Tekshapers Software Solutions,121,3.3,734,8,7,6
8912,Labvantage Solutions,121,3.7,705,22,15,5
8913,Bounce,121,3.2,810,6,--,12
8914,NTN NEI Manufacturing,121,3.9,512,9,--,10
8915,SDNA Global,122,3.9,251,9,7,37
8916,Hipad Technology India,121,4.0,394,3,--,20
8917,Dhanuka Laboratories,121,3.7,522,7,--,4
8918,The Heritage School,121,3.7,360,13,--,15
8919,Elysium Pharmaceuticals,121,3.4,491,4,--,3
8920,Gm Infinite Dwelling,121,3.1,437,3,--,7
8921,Global Group,121,4.0,513,11,8,6
8922,Isgec Hitachi Zosen,121,3.6,536,8,--,8
8923,Dharmaj Crop Guard,121,4.0,444,7,--,9
8924,DDRC Agilus Diagnostics,121,3.9,399,7,--,7
8925,D&H Sécheron Electrodes,122,3.9,427,12,--,5
8926,INFOCRUNCH ANALYTICS,121,3.2,361,9,1,10
8927,Deqode,121,3.3,932,19,47,16
8928,Lakshya Powertech Limited,122,3.9,454,13,--,11
8929,INTERPLEX,121,4.3,668,7,--,11
8930,Comed Chemicals,121,3.4,456,13,--,6
8931,Midco,121,3.5,202,--,--,17
8932,Sjr Prime Corporation,121,4.0,305,14,1,7
8933,iLabz Technology,121,3.2,754,7,--,8
8934,S10 Healthcare Solutions,121,3.7,312,7,--,14
8935,Kintetsu World Express,121,4.1,575,7,--,12
8936,Yuto Printing and Packaging,121,3.4,700,19,4,11
8937,NDS InfoServ,121,3.4,339,12,4,5
8938,Provab Technosoft,121,2.9,654,4,7,3
8939,Digiperform,121,3.6,332,9,4,3
8940,SAL Automotive,121,3.9,511,13,--,10
8941,Bounce,121,3.2,810,6,--,12
8942,Honeywell Building Solutions,121,3.8,792,7,--,5
8943,SOLITAIRE GROUP,121,3.6,639,5,--,4
8944,Amco Batteries,121,4.4,404,5,--,24
8945,Uttam Sugar Mills,121,3.9,406,5,2,9
8946,Hester Biosciences,121,3.5,549,6,11,7
8947,WAISL,121,3.9,878,9,28,4
8948,Defsys Solutions,121,3.7,645,9,8,14
8949,Doehler,121,3.6,565,14,12,3
8950,Maxvalue Credits & Investments,121,3.8,585,9,--,7
8951,Kajaria Bathware,121,4.1,413,6,--,8
8952,NTN NEI Manufacturing,121,3.9,512,9,--,10
8953,Mahatma Gandhi Medical College & Hospital,121,4.0,447,9,--,10
8954,Foodlink F&B Holdings,121,4.1,560,5,11,25
8955,SAIL Bokaro Steel Plant,121,4.0,386,17,--,6
8956,Seneca Global IT Services,121,4.1,855,10,10,10
8957,Decision Minds,121,3.6,577,9,--,5
8958,Yulu Bikes,121,4.0,696,15,--,5
8959,Tekshapers Software Solutions,121,3.3,734,8,7,6
8960,Labvantage Solutions,121,3.7,705,22,15,5
8961,Brindavan Bottlers,121,3.3,412,1,--,9
8962,S R Enterprises,121,4.2,636,6,--,8
8963,Synergy Systems & Solutions,121,3.9,651,15,6,8
8964,Bharatiya Vidya Bhavan,121,4.0,302,2,1,17
8965,KMC HOSPITAL,121,4.1,368,6,--,10
8966,Dewar's Garage,121,3.1,375,3,--,6
8967,AJ Hospital and Research Centre,121,3.6,394,6,23,5
8968,CreditVidya,121,3.7,628,10,2,3
8969,Oremus Corporate Services,121,3.7,610,7,7,8
8970,Ethos,121,3.0,709,15,42,6
8971,Channel Soft,121,3.7,613,9,--,5
8972,GREEN POWER INTERNATIONAL,120,4.3,407,7,4,12
8973,Basavatarakam Indo American Cancer Hospital Research Institute,120,4.3,332,3,14,16
8974,ElringKlinger AG,120,3.7,582,3,1,12
8975,Sfj Business Solutions,120,2.7,518,10,5,3
8976,Central Bureau of Investigation,120,3.8,302,4,--,19
8977,Information Evolution,120,3.5,704,9,--,2
8978,Constantia Flexibles,120,4.0,545,5,1,21
8979,S.R. Batliboi & Associates,120,2.9,1.4k,5,--,2
8980,Vianaar Homes,121,3.8,443,9,4,7
8981,Vector India,120,4.1,459,6,--,5
8982,Foodhub,120,3.7,597,15,--,12
8983,Saboo RKS Motor,120,4.0,416,7,--,8
8984,Navi Finserv,120,3.4,456,14,--,4
8985,JBF Industries,120,3.6,579,7,--,15
8986,EasyBuy Lifestyle,120,3.8,399,5,--,8
8987,Petronet LNG,120,4.5,622,9,--,13
8988,Nice Software Solutions,120,2.9,997,13,3,5
8989,Gandour India Food Processing,120,4.2,419,5,--,11
8990,Religare Housing Development Finance Corporation,120,4.2,307,2,1,9
8991,Tasmed,120,3.5,257,6,--,35
8992,Bankedge,120,3.9,172,13,--,27
8993,NETIMPACT SOLUTIONS PVT LTD,120,3.5,392,9,16,2
8994,Ambit Collective,120,3.7,224,15,--,31
8995,Polmon Instruments,120,3.5,470,7,2,9
8996,Auriga Research,120,2.8,590,9,12,10
8997,NU Hospitals,120,3.9,346,9,14,11
8998,LS Cable,120,4.5,504,8,--,18
8999,NGRT Systems Private Limited,121,3.4,338,10,12,6
9000,TTK Services,120,3.5,622,4,23,14
9001,Freshers Universe,120,4.2,624,20,--,6
9002,Captain Tractors,120,4.2,488,9,1,7
9003,DH Healthcare Software Services India Private Limited (Dedalus),120,3.4,1.1k,14,5,3
9004,United Airlines,120,3.7,1.3k,31,4,4
9005,JU Agri Sciences,120,4.3,399,11,7,5
9006,Manipal Global Education Services,120,3.6,878,3,--,14
9007,Shore Infotech India,120,2.6,762,7,--,10
9008,Ufi Filters,120,3.9,633,10,2,9
9009,Helm360,120,3.7,574,15,--,1
9010,SIMA Labs,120,3.8,492,5,2,6
9011,Integral University,120,3.6,357,3,--,8
9012,NewVision Software & Consultancy,120,3.5,1.1k,11,--,7
9013,Verificient Technologies,120,3.1,667,16,35,9
9014,Novigo Solutions,120,3.8,1.2k,19,1,3
9015,Hi-Tech Arai,120,3.7,504,3,1,12
9016,Nimap Infotech,120,3.4,587,33,--,13
9017,Oorja Technical Services,120,3.6,437,7,--,11
9018,Affordable Robotic and Automation,120,2.8,607,4,--,7
9019,Maharishi Ayurveda Products,120,3.7,430,3,7,2
9020,Tricon Infotech,120,3.6,1.4k,19,--,4
